Program Link,_id,University Name,Program Title,Area of Study,Target Group,Focus,combined_text,embedding
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-executive-mba-in-business-it-w50327/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w50327&hec-offset=742,6784dde81796e275dc3e0ce2,Munich University of Technology,Executive MBA in Business & IT,"Information Technology, Economic Sciences, Economics",Unknown,"Unique combination of Management and IT Topics, Personnel Development programme and Leadership profile, International research focus is on the business world","Executive MBA in Business & IT | Information Technology, Economic Sciences, Economics | Unique combination of Management and IT Topics, Personnel Development programme and Leadership profile, International research focus is on the business world | Unknown","[-0.01759196 -0.0331675  -0.00818201 ... -0.03474445 -0.00105022
 -0.02467528]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ludwigshafen-university-of-business-and-society-executive-mba-in-general-and-international-management-in-cooperation-with-the-university-of-west-florida-uwf-w50486/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w50486&hec-offset=743,6784dde81796e275dc3e0ce3,Ludwigshafen University of Business and Society,Executive MBA in General and International Management in cooperation with the University of West Florida (UWF),International Business Administration,University graduates of all subjects.,"Management and Organisational Behaviour, Quantitative Methods for Business, Advanced Managerial Economics, Management of Information Systems, Financial Management, Marketing Management, Operations Management Problems, Business and Public Policy, Strategic Management and Policy Formulation, Accounting Aspects of Business Policy Determination","Executive MBA in General and International Management in cooperation with the University of West Florida (UWF) | International Business Administration | Management and Organisational Behaviour, Quantitative Methods for Business, Advanced Managerial Economics, Management of Information Systems, Financial Management, Marketing Management, Operations Management Problems, Business and Public Policy, Strategic Management and Policy Formulation, Accounting Aspects of Business Policy Determination | University graduates of all subjects.","[-0.02268003 -0.03726754 -0.01761238 ... -0.03674375  0.0150851
 -0.01890876]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-executive-mba-in-general-management-w9103/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w9103&hec-offset=744,6784dde81796e275dc3e0ce4,Munich University of Technology,Executive MBA in General Management,Business Administration,Unknown,Unknown,Executive MBA in General Management | Business Administration | Unknown | Unknown,"[-0.01411315 -0.03953249 -0.00962201 ... -0.02553684  0.01013771
 -0.01139758]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-executive-mba-in-innovation-and-business-creation-w24087/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w24087&hec-offset=745,6784dde81796e275dc3e0ce5,Munich University of Technology,Executive MBA in Innovation and Business Creation,Business Administration,Unknown,Unknown,Executive MBA in Innovation and Business Creation | Business Administration | Unknown | Unknown,"[-0.00832867 -0.04009274 -0.01766488 ... -0.01960148 -0.00324838
 -0.02394573]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-regensburg-executive-mba-in-real-estate-w23837/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w23837&hec-offset=746,6784dde81796e275dc3e0ce6,University of Regensburg,Executive MBA in Real Estate,"Economic Sciences, Economics","Graduates of degree subjects with content relevant to real estate and property management, particularly from the areas of real estate and property management, business administration, economics and financial management as well as technology/computer science, architecture, urban planning, geography and social economy, who also have at least two years of qualified professional experience (including at least 1 year in a management or junior management position)","Finance, International Real Estate","Executive MBA in Real Estate | Economic Sciences, Economics | Finance, International Real Estate | Graduates of degree subjects with content relevant to real estate and property management, particularly from the areas of real estate and property management, business administration, economics and financial management as well as technology/computer science, architecture, urban planning, geography and social economy, who also have at least two years of qualified professional experience (including at least 1 year in a management or junior management position)","[-0.00388447 -0.04089595 -0.0203967  ... -0.03317828  0.00240857
 -0.015602  ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ebs-university-of-business-and-law-executive-mba-management-w20886/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w20886&hec-offset=747,6784dde81796e275dc3e0ce7,EBS University of Business and Law,Executive MBA Management,"Business Administration, International Business Administration, Human Resource Management, Accounting, Taxation, Controlling, Economic Sciences, Economics, Business Management, Organization Management","Young professionals, professionals, managers and executives
Persons willing to undergo further training with management, personnel and/or budget responsibility","Leadership, Management, International Management, Economy and Markets, Leadership Skills, Marketing, Finance, Organisational Change, Strategic Management","Executive MBA Management | Business Administration, International Business Administration, Human Resource Management, Accounting, Taxation, Controlling, Economic Sciences, Economics, Business Management, Organization Management | Leadership, Management, International Management, Economy and Markets, Leadership Skills, Marketing, Finance, Organisational Change, Strategic Management | Young professionals, professionals, managers and executives
Persons willing to undergo further training with management, personnel and/or budget responsibility","[-0.01901073 -0.03289926 -0.01215565 ... -0.03091154  0.00610331
 -0.01467852]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-wuerzburg-exercise-science-and-training-w68073/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w68073&hec-offset=748,6784dde81796e275dc3e0ce8,University of Würzburg,Exercise Science and Training,Sports Science,Unknown,Unknown,Exercise Science and Training | Sports Science | Unknown | Unknown,"[ 0.01134511 -0.02144583  0.01944687 ... -0.0196322   0.00082945
 -0.02106193]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-applied-sciences-darmstadt-expanded-media-w39825/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w39825&hec-offset=749,6784dde81796e275dc3e0ce9,University of Applied Sciences Darmstadt,Expanded Media,Multimedia,Unknown,"Expanded Storyworlds, Expanded Sound & Music, Expanded Realities","Expanded Media | Multimedia | Expanded Storyworlds, Expanded Sound & Music, Expanded Realities | Unknown","[ 0.00251824 -0.02189359 -0.00574775 ... -0.03013079 -0.01004585
 -0.018764  ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bayreuth-experimental-geosciences-w20487/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w20487&hec-offset=750,6784dde91796e275dc3e0cea,University of Bayreuth,Experimental Geosciences,"Materials Science, Geosciences","Graduates and students of a course of study in natural sciences with a materials-related content (Physics, Chemistry) or in Geosciences.","Research Techniques, Analytical Methods, Materials Synthesis, Mineralogy, Geochemistry, Geophysics","Experimental Geosciences | Materials Science, Geosciences | Research Techniques, Analytical Methods, Materials Synthesis, Mineralogy, Geochemistry, Geophysics | Graduates and students of a course of study in natural sciences with a materials-related content (Physics, Chemistry) or in Geosciences.","[-0.01482772  0.01082291  0.00494809 ... -0.00866495  0.00347194
 -0.0129875 ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/berlin-school-of-economics-and-law-fact-finance-accounting-controlling-and-taxation-w56086/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w56086&hec-offset=751,6784dde91796e275dc3e0ceb,Berlin School of Economics and Law,"FACT - Finance, Accounting, Controlling and Taxation","Business Administration, Accounting, Taxation, Controlling","The Master's degree programme is aimed at talented and ambitious graduates of a Bachelor's degree in the field of Economics who want to prepare for responsible positions in the areas of finance, accounting, controlling and taxation. The consecutive degree programme combines the highly interlinked disciplines and takes into account the individual focus of the students through a wide range of options.","Financial Instruments, Corporate Finance, Accounting, Accounting according to IFRS, Balance Sheet Analysis, Auditing, Auditing, Governance, Performance Management, Controlling, Corporate Valuation, Management Accounting, Business Process Management, National and International Taxation, Tax Balance Sheet, Taxation of Restructuring, Data Analysis, Data Science, ERP Systems","FACT - Finance, Accounting, Controlling and Taxation | Business Administration, Accounting, Taxation, Controlling | Financial Instruments, Corporate Finance, Accounting, Accounting according to IFRS, Balance Sheet Analysis, Auditing, Auditing, Governance, Performance Management, Controlling, Corporate Valuation, Management Accounting, Business Process Management, National and International Taxation, Tax Balance Sheet, Taxation of Restructuring, Data Analysis, Data Science, ERP Systems | The Master's degree programme is aimed at talented and ambitious graduates of a Bachelor's degree in the field of Economics who want to prepare for responsible positions in the areas of finance, accounting, controlling and taxation. The consecutive degree programme combines the highly interlinked disciplines and takes into account the individual focus of the students through a wide range of options.","[ 0.00259888 -0.03215541 -0.01563256 ... -0.00054621  0.00073196
 -0.03032245]"
